id,iso3,country_name,who_region,year,antigen_code,antigen_desc,schedule_round,target_pop,target_pop_desc,geoarea,age_admin,source_comment
4042,KNA,,AMRO,2023.0,,DTwP (Whole cell) vaccine,,,,NATIONAL,,
4044,KNA,,AMRO,2023.0,,DTwP-Hib-HepB (Whole cell) vaccine,,,,NATIONAL,,
4047,KNA,,AMRO,2023.0,,Adult Hepatitis B vaccine,,,,NATIONAL,,
4048,KNA,,AMRO,2023.0,,Pediatric Hepatitis B vaccine,,,,NATIONAL,,
4049,KNA,,AMRO,2023.0,,HPV-4 (Human Papilloma Virus 4-valent) vaccine,,,,NATIONAL,,
4050,KNA,,AMRO,2023.0,,Adult seasonal influenza vaccine,,,,NATIONAL,,
4054,KNA,,AMRO,2023.0,,IPV (Inactivated polio vaccine),,,,NATIONAL,,
4056,KNA,,AMRO,2023.0,,"MMR (Measles, mumps and rubella) vaccine",,,,NATIONAL,,
4058,KNA,,AMRO,2023.0,,OPV (Oral polio vaccine),,,,NATIONAL,,
4062,KNA,,AMRO,2023.0,,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,,,,NATIONAL,,
4063,KNA,,AMRO,2023.0,,YF (Yellow fever) vaccine,,,,NATIONAL,,
4064,KOR,,WPRO,2023.0,,BCG (Baccille Calmette Guérin) vaccine,,,,NATIONAL,,
4065,KOR,,WPRO,2023.0,,DTaP (acellular) vaccine,,,,NATIONAL,,
4070,KOR,,WPRO,2023.0,,DTaP-Hib-IPV (acellular) vaccine,,,,NATIONAL,,
4073,KOR,,WPRO,2023.0,,DTaP-IPV (acellular) vaccine,,,,NATIONAL,,
4077,KOR,,WPRO,2023.0,,Pediatric Hepatitis A vaccine,,,,NATIONAL,,
4079,KOR,,WPRO,2023.0,,Adult Hepatitis B vaccine,,,,NATIONAL,,
4081,KOR,,WPRO,2023.0,,Pediatric Hepatitis B vaccine,,,,NATIONAL,,
4084,KOR,,WPRO,2023.0,,Hemorrhagic fever with renal syndrome vaccine,,,,NATIONAL,,
4087,KOR,,WPRO,2023.0,,Hib (Haemophilus influenzae type B) vaccine,,,,NATIONAL,,
4091,KOR,,WPRO,2023.0,,HPV-4 (Human Papilloma Virus 4-valent) vaccine,,,,NATIONAL,,
4093,KOR,,WPRO,2023.0,,Adult seasonal influenza vaccine,,,,NATIONAL,,
4097,KOR,,WPRO,2023.0,,Pediatric seasonal influenza vaccine,,,,NATIONAL,,
4100,KOR,,WPRO,2023.0,,IPV (Inactivated polio vaccine),,,,NATIONAL,,
4104,KOR,,WPRO,2023.0,,JE-Inact (Japanese Encephalitis inactivated) vaccine,,,,NATIONAL,,
4109,KOR,,WPRO,2023.0,,JE-Livatd (Japanese Encephalitis live-attenuated) vaccine,,,,NATIONAL,,
4111,KOR,,WPRO,2023.0,,"MMR (Measles, mumps and rubella) vaccine",,,,NATIONAL,,
4113,KOR,,WPRO,2023.0,,Mpox (monkeypox) vaccine,,,,NATIONAL,,
4115,KOR,,WPRO,2023.0,,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,,,,NATIONAL,,
4119,KOR,,WPRO,2023.0,,PPV-23 (Pneumococcal polysaccharide 23 valent) vaccine,,,,NATIONAL,,
4122,KOR,,WPRO,2023.0,,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,,,,NATIONAL,,
4123,KOR,,WPRO,2023.0,,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",,,,NATIONAL,,
4124,KOR,,WPRO,2023.0,,Typhoid polysaccharide vaccine,,,,NATIONAL,,
4125,KOR,,WPRO,2023.0,,Varicella vaccine,,,,NATIONAL,,
4126,KWT,,EMRO,2023.0,,BCG (Baccille Calmette Guérin) vaccine,,,,NATIONAL,,
4127,KWT,,EMRO,2023.0,,"DT (Tetanus toxoid and diphtheria, children's dose) vaccine",,,,SUBNATIONAL,,
4128,KWT,,EMRO,2023.0,,DTwP (Whole cell) vaccine,,,,NATIONAL,,
4129,KWT,,EMRO,2023.0,,DTwP-Hib-HepB (Whole cell) vaccine,,,,NATIONAL,,
4133,KWT,,EMRO,2023.0,,Adult Hepatitis A vaccine,,,,NATIONAL,,
4135,KWT,,EMRO,2023.0,,Adult Hepatitis B vaccine,,,,SUBNATIONAL,,
4137,KWT,,EMRO,2023.0,,Pediatric Hepatitis B vaccine,,,,NATIONAL,,
4138,KWT,,EMRO,2023.0,,HPV-9 (Human Papilloma Virus 9-valent) vaccine,,,,NATIONAL,,
4139,KWT,,EMRO,2023.0,,Adult seasonal influenza vaccine,,,,NATIONAL,,
4143,KWT,,EMRO,2023.0,,Pediatric seasonal influenza vaccine,,,,NATIONAL,,
4146,KWT,,EMRO,2023.0,,IPV (Inactivated polio vaccine),,,,NATIONAL,,
4149,KWT,,EMRO,2023.0,,Meningococcal AC conjugate vaccine,,,,SUBNATIONAL,,
4150,KWT,,EMRO,2023.0,,Meningococcal ACYW polysaccharide vaccine,,,,NATIONAL,,
4151,KWT,,EMRO,2023.0,,"MMR (Measles, mumps and rubella) vaccine",,,,NATIONAL,,
4154,KWT,,EMRO,2023.0,,OPV (Oral polio vaccine),,,,NATIONAL,,
4157,KWT,,EMRO,2023.0,,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,,,,NATIONAL,,
4162,KWT,,EMRO,2023.0,,PPV-23 (Pneumococcal polysaccharide 23 valent) vaccine,,,,SUBNATIONAL,,
4163,KWT,,EMRO,2023.0,,RV-5 (Rotavirus 5-valent) vaccine,,,,NATIONAL,,
4166,KWT,,EMRO,2023.0,,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,,,,NATIONAL,,
4169,KWT,,EMRO,2023.0,,TT (Tetanus toxoid) vaccine,,,,SUBNATIONAL,,
4171,KWT,,EMRO,2023.0,,Typhoid polysaccharide vaccine,,,,SUBNATIONAL,,
4172,KWT,,EMRO,2023.0,,Varicella vaccine,,,,NATIONAL,,
4175,KWT,,EMRO,2023.0,,YF (Yellow fever) vaccine,,,,SUBNATIONAL,,
4176,LAO,,WPRO,2023.0,,BCG (Baccille Calmette Guérin) vaccine,,,,NATIONAL,,
4177,LAO,,WPRO,2023.0,,DTwP-Hib-HepB (Whole cell) vaccine,,,,NATIONAL,,
4180,LAO,,WPRO,2023.0,,Pediatric Hepatitis B vaccine,,,,NATIONAL,,
4181,LAO,,WPRO,2023.0,,HPV-4 (Human Papilloma Virus 4-valent) vaccine,,,,NATIONAL,,
4183,LAO,,WPRO,2023.0,,Adult seasonal influenza vaccine,,,,NATIONAL,,
4187,LAO,,WPRO,2023.0,,IPV (Inactivated polio vaccine),,,,NATIONAL,,
4188,LAO,,WPRO,2023.0,,JE-Livatd (Japanese Encephalitis live-attenuated) vaccine,,,,NATIONAL,,
4189,LAO,,WPRO,2023.0,,MR (Measles and rubella) vaccine,,,,NATIONAL,,
4191,LAO,,WPRO,2023.0,,OPV (Oral polio vaccine),,,,NATIONAL,,
4194,LAO,,WPRO,2023.0,,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,,,,NATIONAL,,
4197,LAO,,WPRO,2023.0,,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,,,,NATIONAL,,
4212,LAO,,WPRO,2023.0,,Typhoid conjugate vaccine,,,,SUBNATIONAL,,
4213,LAO,,WPRO,2023.0,,Vitamin A supplements,,,,NATIONAL,,
4214,LBN,,EMRO,2023.0,,"DT (Tetanus toxoid and diphtheria, children's dose) vaccine",,,,NATIONAL,,
4215,LBN,,EMRO,2023.0,,DTwP (Whole cell) vaccine,,,,NATIONAL,,
4216,LBN,,EMRO,2023.0,,DTwP-Hib-HepB (Whole cell) vaccine,,,,NATIONAL,,
4220,LBN,,EMRO,2023.0,,Pediatric Hepatitis B vaccine,,,,NATIONAL,,
4221,LBN,,EMRO,2023.0,,Adult seasonal influenza vaccine,,,,NATIONAL,,
4225,LBN,,EMRO,2023.0,,Pediatric seasonal influenza vaccine,,,,NATIONAL,,
4226,LBN,,EMRO,2023.0,,IPV (Inactivated polio vaccine),,,,NATIONAL,,
4228,LBN,,EMRO,2023.0,,Measles vaccine,,,,NATIONAL,,
4229,LBN,,EMRO,2023.0,,"MMR (Measles, mumps and rubella) vaccine",,,,NATIONAL,,
4231,LBN,,EMRO,2023.0,,OPV (Oral polio vaccine),,,,NATIONAL,,
4235,LBN,,EMRO,2023.0,,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,,,,NATIONAL,,
4238,LBN,,EMRO,2023.0,,RV-1 (Rotavirus 1-valent) vaccine,,,,NATIONAL,,
4241,LBN,,EMRO,2023.0,,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,,,,NATIONAL,,
4243,LBN,,EMRO,2023.0,,Vitamin A supplements,,,,NATIONAL,,
4246,LBR,,AFRO,2023.0,,BCG (Baccille Calmette Guérin) vaccine,,,,NATIONAL,,
4247,LBR,,AFRO,2023.0,,DTwP-Hib-HepB (Whole cell) vaccine,,,,NATIONAL,,
4250,LBR,,AFRO,2023.0,,HPV-4 (Human Papilloma Virus 4-valent) vaccine,,,,NATIONAL,,
4252,LBR,,AFRO,2023.0,,IPV (Inactivated polio vaccine),,,,NATIONAL,,
4253,LBR,,AFRO,2023.0,,Measles vaccine,,,,NATIONAL,,
4255,LBR,,AFRO,2023.0,,OPV (Oral polio vaccine),,,,NATIONAL,,
4259,LBR,,AFRO,2023.0,,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,,,,NATIONAL,,
4262,LBR,,AFRO,2023.0,,RV-1 (Rotavirus 1-valent) vaccine,,,,NATIONAL,,
4264,LBR,,AFRO,2023.0,,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,,,,NATIONAL,,
4274,LBR,,AFRO,2023.0,,Typhoid conjugate vaccine,,,,NATIONAL,,
4275,LBR,,AFRO,2023.0,,Vitamin A supplements,,,,NATIONAL,,
4276,LBR,,AFRO,2023.0,,YF (Yellow fever) vaccine,,,,NATIONAL,,
4277,LBY,,EMRO,2023.0,,BCG (Baccille Calmette Guérin) vaccine,,,,NATIONAL,,
4278,LBY,,EMRO,2023.0,,DTaP-Hib-HepB-IPV (acellular) vaccine,,,,NATIONAL,,
4281,LBY,,EMRO,2023.0,,DTaP-Hib-IPV (acellular) vaccine,,,,NATIONAL,,
4282,LBY,,EMRO,2023.0,,DTaP-IPV (acellular) vaccine,,,,NATIONAL,,
4283,LBY,,EMRO,2023.0,,Adult Hepatitis B vaccine,,,,NATIONAL,,
4284,LBY,,EMRO,2023.0,,Pediatric Hepatitis B vaccine,,,,NATIONAL,,
4285,LBY,,EMRO,2023.0,,HPV-4 (Human Papilloma Virus 4-valent) vaccine,,,,NATIONAL,,
4288,LBY,,EMRO,2023.0,,Adult seasonal influenza vaccine,,,,NATIONAL,,
4292,LBY,,EMRO,2023.0,,Pediatric seasonal influenza vaccine,,,,NATIONAL,,
4293,LBY,,EMRO,2023.0,,Meningococcal ACYW conjugate vaccine,,,,NATIONAL,,
4296,LBY,,EMRO,2023.0,,"MMR (Measles, mumps and rubella) vaccine",,,,NATIONAL,,
4298,LBY,,EMRO,2023.0,,OPV (Oral polio vaccine),,,,NATIONAL,,
4300,LBY,,EMRO,2023.0,,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,,,,NATIONAL,,
4303,LBY,,EMRO,2023.0,,RV-5 (Rotavirus 5-valent) vaccine,,,,NATIONAL,,
4306,LBY,,EMRO,2023.0,,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",,,,NATIONAL,,
4307,LBY,,EMRO,2023.0,,YF (Yellow fever) vaccine,,,,NATIONAL,,
4308,LCA,,AMRO,2023.0,,BCG (Baccille Calmette Guérin) vaccine,,,,NATIONAL,,
4309,LCA,,AMRO,2023.0,,DTwP (Whole cell) vaccine,,,,NATIONAL,,
4311,LCA,,AMRO,2023.0,,DTwP-Hib-HepB (Whole cell) vaccine,,,,NATIONAL,,
4314,LCA,,AMRO,2023.0,,Adult Hepatitis B vaccine,,,,NATIONAL,,
4315,LCA,,AMRO,2023.0,,Pediatric Hepatitis B vaccine,,,,NATIONAL,,
4316,LCA,,AMRO,2023.0,,HPV-4 (Human Papilloma Virus 4-valent) vaccine,,,,NATIONAL,,
4317,LCA,,AMRO,2023.0,,Adult seasonal influenza vaccine,,,,NATIONAL,,
4321,LCA,,AMRO,2023.0,,Pediatric seasonal influenza vaccine,,,,NATIONAL,,
4322,LCA,,AMRO,2023.0,,IPV (Inactivated polio vaccine),,,,NATIONAL,,
4324,LCA,,AMRO,2023.0,,"MMR (Measles, mumps and rubella) vaccine",,,,NATIONAL,,
4327,LCA,,AMRO,2023.0,,OPV (Oral polio vaccine),,,,NATIONAL,,
4331,LCA,,AMRO,2023.0,,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,,,,NATIONAL,,
4334,LCA,,AMRO,2023.0,,PPV-23 (Pneumococcal polysaccharide 23 valent) vaccine,,,,NATIONAL,,
4335,LCA,,AMRO,2023.0,,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,,,,NATIONAL,,
4337,LCA,,AMRO,2023.0,,Varicella vaccine,,,,NATIONAL,,
4339,LCA,,AMRO,2023.0,,YF (Yellow fever) vaccine,,,,NATIONAL,,
4340,LKA,,SEARO,2023.0,,BCG (Baccille Calmette Guérin) vaccine,,,,NATIONAL,,
4341,LKA,,SEARO,2023.0,,"DT (Tetanus toxoid and diphtheria, children's dose) vaccine",,,,NATIONAL,,
4342,LKA,,SEARO,2023.0,,DTwP (Whole cell) vaccine,,,,NATIONAL,,
4343,LKA,,SEARO,2023.0,,DTwP-Hib-HepB (Whole cell) vaccine,,,,NATIONAL,,
4346,LKA,,SEARO,2023.0,,HPV-4 (Human Papilloma Virus 4-valent) vaccine,,,,NATIONAL,,
4348,LKA,,SEARO,2023.0,,IPVf (Inactivated polio vaccine fractional dose),,,,NATIONAL,,
4350,LKA,,SEARO,2023.0,,JE-Livatd (Japanese Encephalitis live-attenuated) vaccine,,,,NATIONAL,,
4351,LKA,,SEARO,2023.0,,"MMR (Measles, mumps and rubella) vaccine",,,,NATIONAL,,
4353,LKA,,SEARO,2023.0,,OPV (Oral polio vaccine),,,,NATIONAL,,
4358,LKA,,SEARO,2023.0,,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,,,,NATIONAL,,
4359,LKA,,SEARO,2023.0,,TT (Tetanus toxoid) vaccine,,,,NATIONAL,,
4360,LKA,,SEARO,2023.0,,Typhoid polysaccharide vaccine,,,,NATIONAL,,
4361,LKA,,SEARO,2023.0,,Vitamin A supplements,,,,NATIONAL,,
4367,LKA,,SEARO,2023.0,,YF (Yellow fever) vaccine,,,,NATIONAL,,
4368,LSO,,AFRO,2023.0,,BCG (Baccille Calmette Guérin) vaccine,,,,NATIONAL,,
4369,LSO,,AFRO,2023.0,,"DT (Tetanus toxoid and diphtheria, children's dose) vaccine",,,,NATIONAL,,
4370,LSO,,AFRO,2023.0,,DTwP-Hib-HepB (Whole cell) vaccine,,,,NATIONAL,,
4373,LSO,,AFRO,2023.0,,IPV (Inactivated polio vaccine),,,,NATIONAL,,
4374,LSO,,AFRO,2023.0,,MR (Measles and rubella) vaccine,,,,NATIONAL,,
4376,LSO,,AFRO,2023.0,,OPV (Oral polio vaccine),,,,NATIONAL,,
4380,LSO,,AFRO,2023.0,,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,,,,NATIONAL,,
4383,LSO,,AFRO,2023.0,,RV-1 (Rotavirus 1-valent) vaccine,,,,NATIONAL,,
4385,LSO,,AFRO,2023.0,,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,,,,NATIONAL,,
4392,LSO,,AFRO,2023.0,,Vitamin A supplements,,,,NATIONAL,,
4398,LSO,,AFRO,2023.0,,YF (Yellow fever) vaccine,,,,NATIONAL,,
4399,LTU,,EURO,2023.0,,BCG (Baccille Calmette Guérin) vaccine,,,,NATIONAL,,
4400,LTU,,EURO,2023.0,,DTaP-Hib-IPV (acellular) vaccine,,,,NATIONAL,,
4404,LTU,,EURO,2023.0,,DTaP-IPV (acellular) vaccine,,,,NATIONAL,,
4405,LTU,,EURO,2023.0,,Pediatric Hepatitis B vaccine,,,,NATIONAL,,
4408,LTU,,EURO,2023.0,,HPV-2 (Human Papilloma Virus 2-valent) vaccine,,,,NATIONAL,,
4410,LTU,,EURO,2023.0,,HPV-9 (Human Papilloma Virus 9-valent) vaccine,,,,NATIONAL,,
4412,LTU,,EURO,2023.0,,Adult seasonal influenza vaccine,,,,NATIONAL,,
4416,LTU,,EURO,2023.0,,Pediatric seasonal influenza vaccine,,,,NATIONAL,,
4418,LTU,,EURO,2023.0,,Meningococcal B vaccine,,,,NATIONAL,,
4421,LTU,,EURO,2023.0,,"MMR (Measles, mumps and rubella) vaccine",,,,NATIONAL,,
4423,LTU,,EURO,2023.0,,PCV-10 (Pneumococcal conjugate vaccine 10-valent) vaccine,,,,NATIONAL,,
4426,LTU,,EURO,2023.0,,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,,,,NATIONAL,,
4427,LTU,,EURO,2023.0,,Rabies vaccine,,,,NATIONAL,,
4428,LTU,,EURO,2023.0,,RV-5 (Rotavirus 5-valent) vaccine,,,,NATIONAL,,
4431,LTU,,EURO,2023.0,,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,,,,NATIONAL,,
4437,LTU,,EURO,2023.0,,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",,,,NATIONAL,,
4438,LUX,,EURO,2023.0,,DTaP-Hib-HepB-IPV (acellular) vaccine,,,,NATIONAL,,
4441,LUX,,EURO,2023.0,,DTaP-Hib-IPV (acellular) vaccine,,,,NATIONAL,,
4442,LUX,,EURO,2023.0,,DTaP-IPV (acellular) vaccine,,,,NATIONAL,,
4443,LUX,,EURO,2023.0,,Adult Hepatitis B vaccine,,,,NATIONAL,,
4444,LUX,,EURO,2023.0,,Pediatric Hepatitis B vaccine,,,,NATIONAL,,
4445,LUX,,EURO,2023.0,,HPV-9 (Human Papilloma Virus 9-valent) vaccine,,,,NATIONAL,,
4450,LUX,,EURO,2023.0,,Adult seasonal influenza vaccine,,,,NATIONAL,,
4454,LUX,,EURO,2023.0,,Pediatric seasonal influenza vaccine,,,,NATIONAL,,
4456,LUX,,EURO,2023.0,,Meningococcal B vaccine,,,,NATIONAL,,
4459,LUX,,EURO,2023.0,,Meningococcal C conjugate vaccine,,,,NATIONAL,,
4461,LUX,,EURO,2023.0,,"MMRV (Measles, mumps, rubella and varicella) vaccine",,,,NATIONAL,,
4463,LUX,,EURO,2023.0,,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,,,,NATIONAL,,
4470,LUX,,EURO,2023.0,,PPV-23 (Pneumococcal polysaccharide 23 valent) vaccine,,,,NATIONAL,,
4473,LUX,,EURO,2023.0,,RV-5 (Rotavirus 5-valent) vaccine,,,,NATIONAL,,
4476,LUX,,EURO,2023.0,,"Tdap-IPV (Tetanus, diphtheria for older children and adults, acellular pertussis and IPV) vaccine",,,,NATIONAL,,
4477,LVA,,EURO,2023.0,,BCG (Baccille Calmette Guérin) vaccine,,,,NATIONAL,,
4478,LVA,,EURO,2023.0,,DTaP-Hib-HepB-IPV (acellular) vaccine,,,,NATIONAL,,
4482,LVA,,EURO,2023.0,,DTaP-Hib-IPV (acellular) vaccine,,,,NATIONAL,,
4485,LVA,,EURO,2023.0,,DTaP-IPV (acellular) vaccine,,,,NATIONAL,,
4486,LVA,,EURO,2023.0,,Adult Hepatitis B vaccine,,,,NATIONAL,,
4489,LVA,,EURO,2023.0,,Pediatric Hepatitis B vaccine,,,,NATIONAL,,
4493,LVA,,EURO,2023.0,,HPV-9 (Human Papilloma Virus 9-valent) vaccine,,,,NATIONAL,,
4495,LVA,,EURO,2023.0,,Adult seasonal influenza vaccine,,,,NATIONAL,,
4499,LVA,,EURO,2023.0,,Pediatric seasonal influenza vaccine,,,,NATIONAL,,
4501,LVA,,EURO,2023.0,,"MMR (Measles, mumps and rubella) vaccine",,,,NATIONAL,,
4503,LVA,,EURO,2023.0,,PCV-10 (Pneumococcal conjugate vaccine 10-valent) vaccine,,,,NATIONAL,,
4506,LVA,,EURO,2023.0,,Rabies vaccine,,,,NATIONAL,,
4507,LVA,,EURO,2023.0,,RV-5 (Rotavirus 5-valent) vaccine,,,,NATIONAL,,
4510,LVA,,EURO,2023.0,,Pediatric TBE (tick borne encephalitis) vaccine,,,,SUBNATIONAL,,
4514,LVA,,EURO,2023.0,,Pediatric TBE (tick borne encephalitis) vaccine,,,,NATIONAL,,
4518,LVA,,EURO,2023.0,,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,,,,NATIONAL,,
4519,LVA,,EURO,2023.0,,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",,,,NATIONAL,,
4521,LVA,,EURO,2023.0,,Varicella vaccine,,,,NATIONAL,,
4523,MAC,,WPRO,2023.0,,BCG (Baccille Calmette Guérin) vaccine,,,,NATIONAL,,
4524,MAC,,WPRO,2023.0,,DTaP-IPV (acellular) vaccine,,,,NATIONAL,,
4529,MAC,,WPRO,2023.0,,Adult Hepatitis B vaccine,,,,NATIONAL,,
4531,MAC,,WPRO,2023.0,,Pediatric Hepatitis B vaccine,,,,NATIONAL,,
4534,MAC,,WPRO,2023.0,,Hib (Haemophilus influenzae type B) vaccine,,,,NATIONAL,,
4538,MAC,,WPRO,2023.0,,HPV-9 (Human Papilloma Virus 9-valent) vaccine,,,,NATIONAL,,
4541,MAC,,WPRO,2023.0,,Adult seasonal influenza vaccine,,,,NATIONAL,,
4545,MAC,,WPRO,2023.0,,Pediatric seasonal influenza vaccine,,,,NATIONAL,,
4548,MAC,,WPRO,2023.0,,"MMR (Measles, mumps and rubella) vaccine",,,,NATIONAL,,
4551,MAC,,WPRO,2023.0,,"MMRV (Measles, mumps, rubella and varicella) vaccine",,,,NATIONAL,,
4552,MAC,,WPRO,2023.0,,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,,,,NATIONAL,,
4558,MAC,,WPRO,2023.0,,PPV-23 (Pneumococcal polysaccharide 23 valent) vaccine,,,,NATIONAL,,
4560,MAC,,WPRO,2023.0,,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,,,,NATIONAL,,
4566,MAC,,WPRO,2023.0,,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",,,,NATIONAL,,
4570,MAC,,WPRO,2023.0,,"Tdap-IPV (Tetanus, diphtheria for older children and adults, acellular pertussis and IPV) vaccine",,,,NATIONAL,,
4571,MAC,,WPRO,2023.0,,TT (Tetanus toxoid) vaccine,,,,NATIONAL,,
4577,MAC,,WPRO,2023.0,,Varicella vaccine,,,,NATIONAL,,
4578,MAR,,EMRO,2019.0,,BCG (Baccille Calmette Guérin) vaccine,,,,NATIONAL,,
4579,MAR,,EMRO,2019.0,,DTwP (Whole cell) vaccine,,,,NATIONAL,,
4581,MAR,,EMRO,2019.0,,DTwP-Hib-HepB (Whole cell) vaccine,,,,NATIONAL,,
4584,MAR,,EMRO,2019.0,,Pediatric Hepatitis B vaccine,,,,NATIONAL,,
4585,MAR,,EMRO,2019.0,,Adult seasonal influenza vaccine,,,,NATIONAL,,
4589,MAR,,EMRO,2019.0,,IPV (Inactivated polio vaccine),,,,NATIONAL,,
4590,MAR,,EMRO,2019.0,,MR (Measles and rubella) vaccine,,,,NATIONAL,,
4592,MAR,,EMRO,2019.0,,OPV (Oral polio vaccine),,,,NATIONAL,,
4598,MAR,,EMRO,2019.0,,PCV-10 (Pneumococcal conjugate vaccine 10-valent) vaccine,,,,NATIONAL,,
4601,MAR,,EMRO,2019.0,,RV-5 (Rotavirus 5-valent) vaccine,,,,NATIONAL,,
4604,MAR,,EMRO,2019.0,,TT (Tetanus toxoid) vaccine,,,,NATIONAL,,
4609,MAR,,EMRO,2019.0,,Vitamin A supplements,,,,NATIONAL,,
4612,MCO,,EURO,2023.0,,BCG (Baccille Calmette Guérin) vaccine,,,,NATIONAL,,
4613,MCO,,EURO,2023.0,,DTaP-Hib-HepB-IPV (acellular) vaccine,,,,NATIONAL,,
4616,MCO,,EURO,2023.0,,DTaP-IPV (acellular) vaccine,,,,NATIONAL,,
4620,MCO,,EURO,2023.0,,Adult Hepatitis A vaccine,,,,NATIONAL,,
4622,MCO,,EURO,2023.0,,Adult Hepatitis B vaccine,,,,NATIONAL,,
4628,MCO,,EURO,2023.0,,Pediatric Hepatitis B vaccine,,,,NATIONAL,,
4629,MCO,,EURO,2023.0,,HPV-9 (Human Papilloma Virus 9-valent) vaccine,,,,NATIONAL,,
4632,MCO,,EURO,2023.0,,Adult seasonal influenza vaccine,,,,NATIONAL,,
4636,MCO,,EURO,2023.0,,Pediatric seasonal influenza vaccine,,,,NATIONAL,,
4638,MCO,,EURO,2023.0,,Meningococcal C conjugate vaccine,,,,NATIONAL,,
4640,MCO,,EURO,2023.0,,"MMR (Measles, mumps and rubella) vaccine",,,,NATIONAL,,
4642,MCO,,EURO,2023.0,,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,,,,NATIONAL,,
4645,MCO,,EURO,2023.0,,PPV-23 (Pneumococcal polysaccharide 23 valent) vaccine,,,,NATIONAL,,
4647,MCO,,EURO,2023.0,,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",,,,NATIONAL,,
4649,MCO,,EURO,2023.0,,"Tdap-IPV (Tetanus, diphtheria for older children and adults, acellular pertussis and IPV) vaccine",,,,NATIONAL,,
4651,MCO,,EURO,2023.0,,"Td-IPV (Tetanus, diphtheria for older children and adults and IPV) vaccine",,,,NATIONAL,,
4653,MDA,,EURO,2023.0,,BCG (Baccille Calmette Guérin) vaccine,,,,NATIONAL,,
4654,MDA,,EURO,2023.0,,"DT (Tetanus toxoid and diphtheria, children's dose) vaccine",,,,NATIONAL,,
4655,MDA,,EURO,2023.0,,DTwP (Whole cell) vaccine,,,,NATIONAL,,
4656,MDA,,EURO,2023.0,,DTwP-Hib-HepB (Whole cell) vaccine,,,,NATIONAL,,
4659,MDA,,EURO,2023.0,,Adult Hepatitis B vaccine,,,,NATIONAL,,
4665,MDA,,EURO,2023.0,,Pediatric Hepatitis B vaccine,,,,NATIONAL,,
4666,MDA,,EURO,2023.0,,HPV-4 (Human Papilloma Virus 4-valent) vaccine,,,,SUBNATIONAL,,
4668,MDA,,EURO,2023.0,,Adult seasonal influenza vaccine,,,,NATIONAL,,
4671,MDA,,EURO,2023.0,,IPV (Inactivated polio vaccine),,,,NATIONAL,,
4673,MDA,,EURO,2023.0,,"MMR (Measles, mumps and rubella) vaccine",,,,NATIONAL,,
4676,MDA,,EURO,2023.0,,OPV (Oral polio vaccine),,,,NATIONAL,,
4681,MDA,,EURO,2023.0,,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,,,,NATIONAL,,
4684,MDA,,EURO,2023.0,,RV-1 (Rotavirus 1-valent) vaccine,,,,SUBNATIONAL,,
4686,MDA,,EURO,2023.0,,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,,,,NATIONAL,,
4692,MDG,,AFRO,2023.0,,BCG (Baccille Calmette Guérin) vaccine,,,,NATIONAL,,
4693,MDG,,AFRO,2023.0,,DTwP-Hib-HepB (Whole cell) vaccine,,,,NATIONAL,,
4696,MDG,,AFRO,2023.0,,IPV (Inactivated polio vaccine),,,,NATIONAL,,
4698,MDG,,AFRO,2023.0,,Measles vaccine,,,,NATIONAL,,
4700,MDG,,AFRO,2023.0,,OPV (Oral polio vaccine),,,,NATIONAL,,
4704,MDG,,AFRO,2023.0,,PCV-10 (Pneumococcal conjugate vaccine 10-valent) vaccine,,,,NATIONAL,,
